,county code,county,msa code,msa title,csa code,csa title,msa_name,msa_first,state,msa_short
872,28121,"rankin, mississippi",c2714,"jackson, ms msa",cs298,"jackson-vicksburg-brookhaven, ms csa",jackson,jackson,ms,"jackson, ms"
873,28123,"scott, mississippi",c2714,"jackson, ms msa",cs298,"jackson-vicksburg-brookhaven, ms csa",jackson,jackson,ms,"jackson, ms"
874,28127,"simpson, mississippi",c2714,"jackson, ms msa",cs298,"jackson-vicksburg-brookhaven, ms csa",jackson,jackson,ms,"jackson, ms"
875,28131,"stone, mississippi",c2506,"gulfport-biloxi, ms msa",,,gulfport-biloxi,gulfport,ms,"gulfport, ms"
876,28137,"tate, mississippi",c3282,"memphis, tn-ms-ar msa",cs368,"memphis-clarksdale-forrest city, tn-ms-ar csa",memphis,memphis,,
877,28143,"tunica, mississippi",c3282,"memphis, tn-ms-ar msa",cs368,"memphis-clarksdale-forrest city, tn-ms-ar csa",memphis,memphis,,
878,28147,"walthall, mississippi",c3262,"mccomb, ms microsa",,,mccomb,mccomb,,
879,28149,"warren, mississippi",c4698,"vicksburg, ms microsa",cs298,"jackson-vicksburg-brookhaven, ms csa",vicksburg,vicksburg,,
880,28151,"washington, mississippi",c2474,"greenville, ms microsa",,,greenville,greenville,,
881,28155,"webster, mississippi",c4426,"starkville, ms microsa",cs523,"starkville-columbus, ms csa",starkville,starkville,,
882,28161,"yalobusha, mississippi",c3706,"oxford, ms microsa",,,oxford,oxford,,
883,28163,"yazoo, mississippi",c2714,"jackson, ms msa",cs298,"jackson-vicksburg-brookhaven, ms csa",jackson,jackson,ms,"jackson, ms"
884,29001,"adair, missouri",c2886,"kirksville, mo microsa",,,kirksville,kirksville,,
885,29003,"andrew, missouri",c4114,"st. joseph, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",st. joseph,st. joseph,,
886,29007,"audrain, missouri",c3302,"mexico, mo microsa",cs190,"columbia-jefferson city-moberly, mo csa",mexico,mexico,,
887,29013,"bates, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
888,29017,"bollinger, missouri",c1602,"cape girardeau, mo-il msa",cs164,"cape girardeau-sikeston, mo-il csa",cape girardeau,cape girardeau,,
889,29019,"boone, missouri",c1786,"columbia, mo msa",cs190,"columbia-jefferson city-moberly, mo csa",columbia,columbia,mo,"columbia, mo"
890,29021,"buchanan, missouri",c4114,"st. joseph, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",st. joseph,st. joseph,,
891,29023,"butler, missouri",c3874,"poplar bluff, mo microsa",,,poplar bluff,poplar bluff,,
892,29025,"caldwell, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
893,29027,"callaway, missouri",c2762,"jefferson city, mo msa",cs190,"columbia-jefferson city-moberly, mo csa",jefferson city,jefferson city,mo,"jefferson city, mo"
894,29031,"cape girardeau, missouri",c1602,"cape girardeau, mo-il msa",cs164,"cape girardeau-sikeston, mo-il csa",cape girardeau,cape girardeau,,
895,29037,"cass, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
896,29043,"christian, missouri",c4418,"springfield, mo msa",,,springfield,springfield,mo,"springfield, mo"
897,29047,"clay, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
898,29049,"clinton, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
899,29051,"cole, missouri",c2762,"jefferson city, mo msa",cs190,"columbia-jefferson city-moberly, mo csa",jefferson city,jefferson city,mo,"jefferson city, mo"
900,29053,"cooper, missouri",c1786,"columbia, mo msa",cs190,"columbia-jefferson city-moberly, mo csa",columbia,columbia,mo,"columbia, mo"
901,29059,"dallas, missouri",c4418,"springfield, mo msa",,,springfield,springfield,mo,"springfield, mo"
902,29063,"dekalb, missouri",c4114,"st. joseph, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",st. joseph,st. joseph,,
903,29069,"dunklin, missouri",c2838,"kennett, mo microsa",,,kennett,kennett,,
904,29071,"franklin, missouri",c4118,"st. louis, mo-il msa",cs476,"st. louis-st. charles-farmington, mo-il csa",st. louis,st. louis,,
905,29077,"greene, missouri",c4418,"springfield, mo msa",,,springfield,springfield,mo,"springfield, mo"
906,29089,"howard, missouri",c1786,"columbia, mo msa",cs190,"columbia-jefferson city-moberly, mo csa",columbia,columbia,mo,"columbia, mo"
907,29091,"howell, missouri",c4846,"west plains, mo microsa",,,west plains,west plains,,
908,29095,"jackson, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
909,29097,"jasper, missouri",c2790,"joplin, mo-ks msa",cs309,"joplin-miami, mo-ok-ks csa",joplin,joplin,,
910,29099,"jefferson, missouri",c4118,"st. louis, mo-il msa",cs476,"st. louis-st. charles-farmington, mo-il csa",st. louis,st. louis,,
911,29101,"johnson, missouri",c4766,"warrensburg, mo microsa",cs312,"kansas city-overland park-kansas city, mo-ks csa",warrensburg,warrensburg,,
912,29105,"laclede, missouri",c3006,"lebanon, mo microsa",,,lebanon,lebanon,,
913,29107,"lafayette, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
914,29111,"lewis, missouri",c3950,"quincy, il-mo microsa",cs448,"quincy-hannibal, il-mo csa",quincy,quincy,,
915,29113,"lincoln, missouri",c4118,"st. louis, mo-il msa",cs476,"st. louis-st. charles-farmington, mo-il csa",st. louis,st. louis,,
916,29127,"marion, missouri",c2530,"hannibal, mo microsa",cs448,"quincy-hannibal, il-mo csa",hannibal,hannibal,,
917,29133,"mississippi, missouri",c4346,"sikeston, mo microsa",cs164,"cape girardeau-sikeston, mo-il csa",sikeston,sikeston,,
918,29135,"moniteau, missouri",c2762,"jefferson city, mo msa",cs190,"columbia-jefferson city-moberly, mo csa",jefferson city,jefferson city,mo,"jefferson city, mo"
919,29145,"newton, missouri",c2790,"joplin, mo-ks msa",cs309,"joplin-miami, mo-ok-ks csa",joplin,joplin,,
920,29147,"nodaway, missouri",c3234,"maryville, mo microsa",,,maryville,maryville,,
921,29151,"osage, missouri",c2762,"jefferson city, mo msa",cs190,"columbia-jefferson city-moberly, mo csa",jefferson city,jefferson city,mo,"jefferson city, mo"
922,29159,"pettis, missouri",c4274,"sedalia, mo microsa",,,sedalia,sedalia,,
923,29161,"phelps, missouri",c4062,"rolla, mo microsa",,,rolla,rolla,,
924,29165,"platte, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
925,29167,"polk, missouri",c4418,"springfield, mo msa",,,springfield,springfield,mo,"springfield, mo"
926,29169,"pulaski, missouri",c2278,"fort leonard wood, mo microsa",,,fort leonard wood,fort leonard wood,,
927,29173,"ralls, missouri",c2530,"hannibal, mo microsa",cs448,"quincy-hannibal, il-mo csa",hannibal,hannibal,,
928,29175,"randolph, missouri",c3362,"moberly, mo microsa",cs190,"columbia-jefferson city-moberly, mo csa",moberly,moberly,,
929,29177,"ray, missouri",c2814,"kansas city, mo-ks msa",cs312,"kansas city-overland park-kansas city, mo-ks csa",kansas city,kansas city,,
930,29183,"st. charles, missouri",c4118,"st. louis, mo-il msa",cs476,"st. louis-st. charles-farmington, mo-il csa",st. louis,st. louis,,
931,29187,"st. francois, missouri",c2210,"farmington, mo microsa",cs476,"st. louis-st. charles-farmington, mo-il csa",farmington,farmington,,
932,29189,"st. louis, missouri",c4118,"st. louis, mo-il msa",cs476,"st. louis-st. charles-farmington, mo-il csa",st. louis,st. louis,,
933,29195,"saline, missouri",c3218,"marshall, mo microsa",,,marshall,marshall,,
934,29197,"schuyler, missouri",c2886,"kirksville, mo microsa",,,kirksville,kirksville,,
935,29201,"scott, missouri",c4346,"sikeston, mo microsa",cs164,"cape girardeau-sikeston, mo-il csa",sikeston,sikeston,,
936,29213,"taney, missouri",c1470,"branson, mo microsa",,,branson,branson,,
937,29219,"warren, missouri",c4118,"st. louis, mo-il msa",cs476,"st. louis-st. charles-farmington, mo-il csa",st. louis,st. louis,,
938,29225,"webster, missouri",c4418,"springfield, mo msa",,,springfield,springfield,mo,"springfield, mo"
939,29510,"st. louis city, missouri",c4118,"st. louis, mo-il msa",cs476,"st. louis-st. charles-farmington, mo-il csa",st. louis,st. louis,,
940,30007,"broadwater, montana",c2574,"helena, mt msa",,,helena,helena,mt,"helena, mt"
941,30009,"carbon, montana",c1374,"billings, mt msa",,,billings,billings,mt,"billings, mt"
942,30013,"cascade, montana",c2450,"great falls, mt msa",,,great falls,great falls,mt,"great falls, mt"
943,30029,"flathead, montana",c2806,"kalispell, mt microsa",,,kalispell,kalispell,,
944,30031,"gallatin, montana",c1458,"bozeman, mt msa",,,bozeman,bozeman,mt,"bozeman, mt"
945,30043,"jefferson, montana",c2574,"helena, mt msa",,,helena,helena,mt,"helena, mt"
946,30049,"lewis and clark, montana",c2574,"helena, mt msa",,,helena,helena,mt,"helena, mt"
947,30061,"mineral, montana",c3354,"missoula, mt msa",,,missoula,missoula,mt,"missoula, mt"
948,30063,"missoula, montana",c3354,"missoula, mt msa",,,missoula,missoula,mt,"missoula, mt"
949,30093,"silver bow, montana",c1558,"butte-silver bow, mt microsa",,,butte-silver bow,butte,,
950,30095,"stillwater, montana",c1374,"billings, mt msa",,,billings,billings,mt,"billings, mt"
951,30111,"yellowstone, montana",c1374,"billings, mt msa",,,billings,billings,mt,"billings, mt"
952,31001,"adams, nebraska",c2558,"hastings, ne microsa",,,hastings,hastings,,
953,31007,"banner, nebraska",c4242,"scottsbluff, ne microsa",,,scottsbluff,scottsbluff,,
954,31019,"buffalo, nebraska",c2826,"kearney, ne microsa",,,kearney,kearney,,
955,31025,"cass, nebraska",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
956,31035,"clay, nebraska",c2558,"hastings, ne microsa",,,hastings,hastings,,
957,31037,"colfax, nebraska",c1810,"columbus, ne microsa",,,columbus,columbus,,
958,31043,"dakota, nebraska",c4358,"sioux city, ia-ne-sd msa",cs512,"sioux city-le mars, ia-ne-sd csa",sioux city,sioux city,,
959,31047,"dawson, nebraska",c3042,"lexington, ne microsa",,,lexington,lexington,,
960,31053,"dodge, nebraska",c2334,"fremont, ne microsa",cs420,"omaha-fremont, ne-ia csa",fremont,fremont,,
961,31055,"douglas, nebraska",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
962,31067,"gage, nebraska",c1310,"beatrice, ne microsa",cs339,"lincoln-beatrice, ne csa",beatrice,beatrice,,
963,31073,"gosper, nebraska",c3042,"lexington, ne microsa",,,lexington,lexington,,
964,31079,"hall, nebraska",c2426,"grand island, ne msa",,,grand island,grand island,ne,"grand island, ne"
965,31093,"howard, nebraska",c2426,"grand island, ne msa",,,grand island,grand island,ne,"grand island, ne"
966,31099,"kearney, nebraska",c2826,"kearney, ne microsa",,,kearney,kearney,,
967,31109,"lancaster, nebraska",c3070,"lincoln, ne msa",cs339,"lincoln-beatrice, ne csa",lincoln,lincoln,ne,"lincoln, ne"
968,31111,"lincoln, nebraska",c3582,"north platte, ne microsa",,,north platte,north platte,,
969,31113,"logan, nebraska",c3582,"north platte, ne microsa",,,north platte,north platte,,
970,31119,"madison, nebraska",c3574,"norfolk, ne microsa",,,norfolk,norfolk,,
971,31121,"merrick, nebraska",c2426,"grand island, ne msa",,,grand island,grand island,ne,"grand island, ne"
972,31139,"pierce, nebraska",c3574,"norfolk, ne microsa",,,norfolk,norfolk,,
973,31141,"platte, nebraska",c1810,"columbus, ne microsa",,,columbus,columbus,,
974,31153,"sarpy, nebraska",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
975,31155,"saunders, nebraska",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
976,31157,"scotts bluff, nebraska",c4242,"scottsbluff, ne microsa",,,scottsbluff,scottsbluff,,
977,31159,"seward, nebraska",c3070,"lincoln, ne msa",cs339,"lincoln-beatrice, ne csa",lincoln,lincoln,ne,"lincoln, ne"
978,31167,"stanton, nebraska",c3574,"norfolk, ne microsa",,,norfolk,norfolk,,
979,31177,"washington, nebraska",c3654,"omaha, ne-ia msa",cs420,"omaha-fremont, ne-ia csa",omaha,omaha,,
980,31181,"webster, nebraska",c2558,"hastings, ne microsa",,,hastings,hastings,,
981,32001,"churchill, nevada",c2198,"fallon, nv microsa",cs456,"reno-carson city-gardnerville ranchos, nv-ca csa",fallon,fallon,,
982,32003,"clark, nevada",c2982,"las vegas-henderson-north las vegas, nv msa",cs332,"las vegas-henderson, nv csa",las vegas-henderson-north las vegas,las vegas,nv,"las vegas, nv"
983,32005,"douglas, nevada",c2382,"gardnerville ranchos, nv-ca microsa",cs456,"reno-carson city-gardnerville ranchos, nv-ca csa",gardnerville ranchos,gardnerville ranchos,,
984,32007,"elko, nevada",c2122,"elko, nv microsa",,,elko,elko,,
985,32011,"eureka, nevada",c2122,"elko, nv microsa",,,elko,elko,,
986,32013,"humboldt, nevada",c4908,"winnemucca, nv microsa",,,winnemucca,winnemucca,,
987,32019,"lyon, nevada",c3990,"reno, nv msa",cs456,"reno-carson city-gardnerville ranchos, nv-ca csa",reno,reno,nv,"reno, nv"
988,32023,"nye, nevada",c3722,"pahrump, nv microsa",cs332,"las vegas-henderson, nv csa",pahrump,pahrump,,
989,32029,"storey, nevada",c3990,"reno, nv msa",cs456,"reno-carson city-gardnerville ranchos, nv-ca csa",reno,reno,nv,"reno, nv"
990,32031,"washoe, nevada",c3990,"reno, nv msa",cs456,"reno-carson city-gardnerville ranchos, nv-ca csa",reno,reno,nv,"reno, nv"
991,32510,"carson city, nevada",c1618,"carson city, nv msa",cs456,"reno-carson city-gardnerville ranchos, nv-ca csa",carson city,carson city,nv,"carson city, nv"
992,33001,"belknap, new hampshire",c2906,"laconia, nh microsa",cs148,"boston-worcester-providence, ma-ri-nh csa",laconia,laconia,,
993,33005,"cheshire, new hampshire",c2830,"keene, nh microsa",cs313,"keene-brattleboro, nh-vt csa",keene,keene,,
994,33009,"grafton, new hampshire",c3015,"lebanon-claremont, nh-vt microsa",,,lebanon-claremont,lebanon,,
995,33011,"hillsborough, new hampshire",c3170,"manchester-nashua, nh msa",cs148,"boston-worcester-providence, ma-ri-nh csa",manchester-nashua,manchester,nh,"manchester, nh"
996,33013,"merrimack, new hampshire",c1818,"concord, nh microsa",cs148,"boston-worcester-providence, ma-ri-nh csa",concord,concord,,
997,33015,"rockingham, new hampshire",c1446,"boston-cambridge-newton, ma-nh msa",cs148,"boston-worcester-providence, ma-ri-nh csa",boston-cambridge-newton,boston,,
998,33017,"strafford, new hampshire",c1446,"boston-cambridge-newton, ma-nh msa",cs148,"boston-worcester-providence, ma-ri-nh csa",boston-cambridge-newton,boston,,
999,33019,"sullivan, new hampshire",c3015,"lebanon-claremont, nh-vt microsa",,,lebanon-claremont,lebanon,,
1000,34001,"atlantic, new jersey",c1210,"atlantic city-hammonton, nj msa",cs428,"philadelphia-reading-camden, pa-nj-de-md csa",atlantic city-hammonton,atlantic city,nj,"atlantic city, nj"
1001,34003,"bergen, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1002,34005,"burlington, new jersey",c3798,"philadelphia-camden-wilmington, pa-nj-de-md msa",cs428,"philadelphia-reading-camden, pa-nj-de-md csa",philadelphia-camden-wilmington,philadelphia,,
1003,34007,"camden, new jersey",c3798,"philadelphia-camden-wilmington, pa-nj-de-md msa",cs428,"philadelphia-reading-camden, pa-nj-de-md csa",philadelphia-camden-wilmington,philadelphia,,
1004,34009,"cape may, new jersey",c1210,"atlantic city-hammonton, nj msa",cs428,"philadelphia-reading-camden, pa-nj-de-md csa",atlantic city-hammonton,atlantic city,nj,"atlantic city, nj"
1005,34011,"cumberland, new jersey",c4722,"vineland, nj msa",cs428,"philadelphia-reading-camden, pa-nj-de-md csa",vineland,vineland,nj,"vineland, nj"
1006,34013,"essex, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1007,34015,"gloucester, new jersey",c3798,"philadelphia-camden-wilmington, pa-nj-de-md msa",cs428,"philadelphia-reading-camden, pa-nj-de-md csa",philadelphia-camden-wilmington,philadelphia,,
1008,34017,"hudson, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1009,34019,"hunterdon, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1010,34021,"mercer, new jersey",c4594,"trenton-princeton, nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",trenton-princeton,trenton,nj,"trenton, nj"
1011,34023,"middlesex, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1012,34025,"monmouth, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1013,34027,"morris, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1014,34029,"ocean, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1015,34031,"passaic, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1016,34033,"salem, new jersey",c3798,"philadelphia-camden-wilmington, pa-nj-de-md msa",cs428,"philadelphia-reading-camden, pa-nj-de-md csa",philadelphia-camden-wilmington,philadelphia,,
1017,34035,"somerset, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1018,34037,"sussex, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1019,34039,"union, new jersey",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1020,34041,"warren, new jersey",c1090,"allentown-bethlehem-easton, pa-nj msa",cs106,"allentown-bethlehem-east stroudsburg, pa-nj csa",allentown-bethlehem-easton,allentown,,
1021,35001,"bernalillo, new mexico",c1074,"albuquerque, nm msa",cs105,"albuquerque-santa fe-los alamos, nm csa",albuquerque,albuquerque,nm,"albuquerque, nm"
1022,35005,"chaves, new mexico",c4074,"roswell, nm microsa",,,roswell,roswell,,
1023,35009,"curry, new mexico",c1758,"clovis, nm microsa",,,clovis,clovis,,
1024,35013,"dona ana, new mexico",c2974,"las cruces, nm msa",cs238,"el paso-las cruces, tx-nm csa",las cruces,las cruces,nm,"las cruces, nm"
1025,35015,"eddy, new mexico",c1610,"carlsbad-artesia, nm microsa",,,carlsbad-artesia,carlsbad,,
1026,35017,"grant, new mexico",c4350,"silver city, nm microsa",,,silver city,silver city,,
1027,35025,"lea, new mexico",c2602,"hobbs, nm microsa",,,hobbs,hobbs,,
1028,35027,"lincoln, new mexico",c4076,"ruidoso, nm microsa",,,ruidoso,ruidoso,,
1029,35028,"los alamos, new mexico",c3106,"los alamos, nm microsa",cs105,"albuquerque-santa fe-los alamos, nm csa",los alamos,los alamos,,
1030,35029,"luna, new mexico",c1970,"deming, nm microsa",,,deming,deming,,
1031,35031,"mckinley, new mexico",c2370,"gallup, nm microsa",,,gallup,gallup,,
1032,35033,"mora, new mexico",c2978,"las vegas, nm microsa",cs105,"albuquerque-santa fe-los alamos, nm csa",las vegas,las vegas,,
1033,35035,"otero, new mexico",c1046,"alamogordo, nm microsa",,,alamogordo,alamogordo,,
1034,35039,"rio arriba, new mexico",c2158,"espanola, nm microsa",cs105,"albuquerque-santa fe-los alamos, nm csa",espanola,espanola,,
1035,35041,"roosevelt, new mexico",c1758,"clovis, nm microsa",,,clovis,clovis,,
1036,35043,"sandoval, new mexico",c1074,"albuquerque, nm msa",cs105,"albuquerque-santa fe-los alamos, nm csa",albuquerque,albuquerque,nm,"albuquerque, nm"
1037,35045,"san juan, new mexico",c2214,"farmington, nm msa",,,farmington,farmington,nm,"farmington, nm"
1038,35047,"san miguel, new mexico",c2978,"las vegas, nm microsa",cs105,"albuquerque-santa fe-los alamos, nm csa",las vegas,las vegas,,
1039,35049,"santa fe, new mexico",c4214,"santa fe, nm msa",cs105,"albuquerque-santa fe-los alamos, nm csa",santa fe,santa fe,nm,"santa fe, nm"
1040,35055,"taos, new mexico",c4534,"taos, nm microsa",,,taos,taos,,
1041,35057,"torrance, new mexico",c1074,"albuquerque, nm msa",cs105,"albuquerque-santa fe-los alamos, nm csa",albuquerque,albuquerque,nm,"albuquerque, nm"
1042,35061,"valencia, new mexico",c1074,"albuquerque, nm msa",cs105,"albuquerque-santa fe-los alamos, nm csa",albuquerque,albuquerque,nm,"albuquerque, nm"
1043,36001,"albany, new york",c1058,"albany-schenectady-troy, ny msa",cs104,"albany-schenectady, ny csa",albany-schenectady-troy,albany,ny,"albany, ny"
1044,36005,"bronx, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1045,36007,"broome, new york",c1378,"binghamton, ny msa",,,binghamton,binghamton,ny,"binghamton, ny"
1046,36009,"cattaraugus, new york",c3646,"olean, ny microsa",cs160,"buffalo-cheektowaga-olean, ny csa",olean,olean,,
1047,36011,"cayuga, new york",c1218,"auburn, ny microsa",cs532,"syracuse-auburn, ny csa",auburn,auburn,,
1048,36013,"chautauqua, new york",c2746,"jamestown-dunkirk, ny microsa",,,jamestown-dunkirk,jamestown,,
1049,36015,"chemung, new york",c2130,"elmira, ny msa",cs236,"elmira-corning, ny csa",elmira,elmira,ny,"elmira, ny"
1050,36019,"clinton, new york",c3846,"plattsburgh, ny microsa",,,plattsburgh,plattsburgh,,
1051,36021,"columbia, new york",c2646,"hudson, ny microsa",cs104,"albany-schenectady, ny csa",hudson,hudson,,
1052,36023,"cortland, new york",c1866,"cortland, ny microsa",cs296,"ithaca-cortland, ny csa",cortland,cortland,,
1053,36027,"dutchess, new york",c2888,"kiryas joel-poughkeepsie-newburgh, ny msa",cs408,"new york-newark, ny-nj-ct-pa csa",kiryas joel-poughkeepsie-newburgh,kiryas joel,ny,"kiryas joel, ny"
1054,36029,"erie, new york",c1538,"buffalo-cheektowaga, ny msa",cs160,"buffalo-cheektowaga-olean, ny csa",buffalo-cheektowaga,buffalo,ny,"buffalo, ny"
1055,36035,"fulton, new york",c2410,"gloversville, ny microsa",cs104,"albany-schenectady, ny csa",gloversville,gloversville,,
1056,36037,"genesee, new york",c1286,"batavia, ny microsa",cs464,"rochester-batavia-seneca falls, ny csa",batavia,batavia,,
1057,36043,"herkimer, new york",c4654,"utica-rome, ny msa",,,utica-rome,utica,ny,"utica, ny"
1058,36045,"jefferson, new york",c4806,"watertown-fort drum, ny msa",,,watertown-fort drum,watertown,ny,"watertown, ny"
1059,36047,"kings, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1060,36051,"livingston, new york",c4038,"rochester, ny msa",cs464,"rochester-batavia-seneca falls, ny csa",rochester,rochester,ny,"rochester, ny"
1061,36053,"madison, new york",c4506,"syracuse, ny msa",cs532,"syracuse-auburn, ny csa",syracuse,syracuse,ny,"syracuse, ny"
1062,36055,"monroe, new york",c4038,"rochester, ny msa",cs464,"rochester-batavia-seneca falls, ny csa",rochester,rochester,ny,"rochester, ny"
1063,36057,"montgomery, new york",c1122,"amsterdam, ny microsa",cs104,"albany-schenectady, ny csa",amsterdam,amsterdam,,
1064,36059,"nassau, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1065,36061,"new york, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1066,36063,"niagara, new york",c1538,"buffalo-cheektowaga, ny msa",cs160,"buffalo-cheektowaga-olean, ny csa",buffalo-cheektowaga,buffalo,ny,"buffalo, ny"
1067,36065,"oneida, new york",c4654,"utica-rome, ny msa",,,utica-rome,utica,ny,"utica, ny"
1068,36067,"onondaga, new york",c4506,"syracuse, ny msa",cs532,"syracuse-auburn, ny csa",syracuse,syracuse,ny,"syracuse, ny"
1069,36069,"ontario, new york",c4038,"rochester, ny msa",cs464,"rochester-batavia-seneca falls, ny csa",rochester,rochester,ny,"rochester, ny"
1070,36071,"orange, new york",c2888,"kiryas joel-poughkeepsie-newburgh, ny msa",cs408,"new york-newark, ny-nj-ct-pa csa",kiryas joel-poughkeepsie-newburgh,kiryas joel,ny,"kiryas joel, ny"
1071,36073,"orleans, new york",c4038,"rochester, ny msa",cs464,"rochester-batavia-seneca falls, ny csa",rochester,rochester,ny,"rochester, ny"
1072,36075,"oswego, new york",c4506,"syracuse, ny msa",cs532,"syracuse-auburn, ny csa",syracuse,syracuse,ny,"syracuse, ny"
1073,36077,"otsego, new york",c3658,"oneonta, ny microsa",,,oneonta,oneonta,,
1074,36079,"putnam, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1075,36081,"queens, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1076,36083,"rensselaer, new york",c1058,"albany-schenectady-troy, ny msa",cs104,"albany-schenectady, ny csa",albany-schenectady-troy,albany,ny,"albany, ny"
1077,36085,"richmond, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1078,36087,"rockland, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1079,36089,"st. lawrence, new york",c3239,"massena-ogdensburg, ny microsa",,,massena-ogdensburg,massena,,
1080,36091,"saratoga, new york",c1058,"albany-schenectady-troy, ny msa",cs104,"albany-schenectady, ny csa",albany-schenectady-troy,albany,ny,"albany, ny"
1081,36093,"schenectady, new york",c1058,"albany-schenectady-troy, ny msa",cs104,"albany-schenectady, ny csa",albany-schenectady-troy,albany,ny,"albany, ny"
1082,36095,"schoharie, new york",c1058,"albany-schenectady-troy, ny msa",cs104,"albany-schenectady, ny csa",albany-schenectady-troy,albany,ny,"albany, ny"
1083,36099,"seneca, new york",c4290,"seneca falls, ny microsa",cs464,"rochester-batavia-seneca falls, ny csa",seneca falls,seneca falls,,
1084,36101,"steuben, new york",c1850,"corning, ny microsa",cs236,"elmira-corning, ny csa",corning,corning,,
1085,36103,"suffolk, new york",c3562,"new york-newark-jersey city, ny-nj msa",cs408,"new york-newark, ny-nj-ct-pa csa",new york-newark-jersey city,new york,,
1086,36105,"sullivan, new york",c3391,"monticello, ny microsa",cs408,"new york-newark, ny-nj-ct-pa csa",monticello,monticello,,
1087,36107,"tioga, new york",c1378,"binghamton, ny msa",,,binghamton,binghamton,ny,"binghamton, ny"
